School Type,School No,School Name,Academic Year,SSF Date,Offering,School Revenue Type,SSF Number,Status,,OV-2026,Total Order Value (Exclusive GST),Total Order Value (Inclusive GST),ASSET Revenue,ASSETStudents,ASSET rate,CARES Revenue,CARESStudents,CARES rate,Mindspark Revenue,MindsparkStudents,Mindspark rate,Teacher Training Revenue,Payment Mode,No Of Installments,Full Payment Date,First Installment Date,First Installment Amount,Second Installment Date,Second Installment Amount,Third Installment Date,Third Installment Amount,Fourth Installment Date,Fourth Installment Amount,TDS Amount,First payment Date,Latest payment Date,To be invoiced till date,Amount Received,Due till date as per payment schedule,Total Discount %,Standard Discount %,Pre Payment Discount %,Volume Discount %,Bundle Discount %,Loyalty Discount %,ASSETRound,Ei ASSET Mode,CAREStestpack,Ei CARES Version,Ei CARES Mode Of Printing,Ei CARES Mode,Ei Mindspark Mode,Board,City,State,Division,Zone,Vertical,Program Start Date,Program End Date,Order Type,ID,Zoho CRM Account ID,Deal ID,Created Date,Added User,Modified User,SSF Creator Email,SSF Creator,CRM Account Owner,CRM Acad Consultant,Logistic Approved Date,SSF Signing Perosn Name,SSF Signing Perosn Designation,SSF Signing Perosn Mail ID,SSF Signing Perosn Phone No,School CRM Email,Principal Name,Principal Email,Principal Phone No,Coordinator Name,Coordinator Email,Coordinator Phone No,School Fees,Billing Address Line 1,Billing Address Line 2,Billing Postal Code,Shipping Address Line 1,Shipping City,Shipping State,Shipping Postal Code,TAN NO,CRM Billing Street,CRM Shipping Street
Retention School,3303259,"Delhi Public School, Balco",2026,2026-02-25 00:00:00,Ei ASSET,Regular,IN-2022004418,Approved By Logistic Team,,124087,123207,123207,123207,140,880,0,0,,0,0,,0,Installments,3,,2026-10-30 00:00:00,41890,2026-11-30 00:00:00,40658,2026-12-30 00:00:00,40658,2000-01-01 00:00:00,0,0,,,0,0,0,0.4133,0.36329999999999996,,,,0.05,Winter Round,OMR,0,MCQ,,,,CBSE,Korba,Chhattisgarh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037540248,51788000002790848,zcrm_51788000307412164,2026-02-25 00:00:00,rohit.kumar_ei,fagun.saraiya_eiindia1,rohit.kumar@ei.study,Rohit kumar,Rohit Kumar,,2026-03-10 11:57:00,Kailash Pawar,Principal,dpsbalco@gmail.con,+919981996378,dpsbalco@gmail.com,Kailash Pawar,dpsbnk@gmail.com,+917389949026,Sanjoy Ghosh,sanjoy.ghosh88@gmail.com,+917389949026,50000,Delhi Public School,,495684,Balco Nagar,Korba,Chhattisgarh,495684,,Balco Nagar,Balco Nagar
1-year School,3303311,Delhi Public School jagdalpur,2026,2025-12-11 00:00:00,Ei ASSET,Regular,IN-2022004128,Approved By Logistic Team,,225011,185576,185576,185576,158,1175,0,0,,0,0,,0,Installments,2,,2026-05-20 00:00:00,92788,2026-08-20 00:00:00,92788,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,0.3649,0.31489999999999996,,,,0.05,Summer Round,OMR,0,MCQ,,,,CBSE,Jagdalpur,Chhattisgarh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000035560288,51788000002790849,zcrm_51788000277157694,2025-12-11 00:00:00,nidhish.dubey_ei,fagun.saraiya_eiindia1,nidhish.dubey@ei.study,Nidhish dubey,Nidhish Dubey,,2026-02-09 17:13:28,Mr. Santosh Tripathi,Principal,principal@dpsjdp.com,+919039396489,info@dpsjagdalpur.in,Mr. Santosh Kumar Tripathi,principal@dpsjdp.com,+919039396489,K Danteswar Rao,dps.jdp@gmail.com,+917587822592,66000,Kalipur,,494001,,Jagdalpur,Chhattisgarh,494001,,Kalipur,Kalipur
Retention School,3308610,"SANSKRUTI – An English Medium School, Ashoknagar",2026,2026-01-15 00:00:00,Ei CARES,Regular,IN-2022004226,Approved By Logistic Team,,1357807,1459490,1459490,0,0,,1459490,940,1553,0,0,,0,Installments,4,,2026-07-28 00:00:00,364873,2026-09-28 00:00:00,364873,2026-11-28 00:00:00,364873,2026-12-28 00:00:00,364873,0,,,0,0,0,0.6074,0.6074,,,,,0,,4,MCQ + Subjective,Printing By EI,OMR,,CBSE,Ashoknagar,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036395648,51788000002791004,zcrm_51788000304610157,2026-01-15 00:00:00,rohit.kumar_ei,fagun.saraiya_eiindia1,rohit.kumar@ei.study,Rohit kumar,Rohit Kumar,,2026-01-20 18:30:48,Mrs Inderpal Kaur,School Owner,principal.sanskruti@gmail.com,+919425760077,devendra1172@gmail.com,Mrs Inderpal Kaur,principal.sanskruti@gmail.com,+919425760077,Mrs Inderpal Kaur,principal.sanskruti@gmail.com,+919425760077,32200,Sanskruti An English Medium School,,473331,Pathriya Jat,Ashoknagar,Madhya Pradesh,473331,BPLA04691B,Pathriya,Pathriya
1-year School,3316343,Scholars Academy,2026,2025-12-17 00:00:00,Ei CARES,Regular,IN-2022004151,Approved By Logistic Team,,438820,452572,452572,0,0,,452572,362,1250,0,0,,0,Installments,3,,2026-01-05 00:00:00,153874,2026-08-11 00:00:00,149349,2026-12-03 00:00:00,149349,2000-01-01 00:00:00,0,0,2026-02-27 00:00:00,2026-02-27 00:00:00,153874,153875,-1,0.6428,0.6428,,,,,0,,4,MCQ + Subjective,Printing By EI,OMR,,CBSE,Shujalpur,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000035836548,51788000002791081,zcrm_51788000302726103,2025-12-17 00:00:00,Laxminarayan Dogayan,fagun.saraiya_eiindia1,laxminarayan.dogayan@ei.study,Laxminarayan dogayan,Laxminarayan Dogayan,,2025-12-17 16:13:37,Mrs. Geeta Deshmukh,Principal,scholars.shujalpur@yahoo.com,+919165076111,scholars.shujalpur@yahoo.com,Mrs. Geeta Deshmukh,geetadeshmukh71@gmail.com,+919165076111,Mr. Nem Kumar Jain,scholars.shujalpur@yahoo.com,+919425428603,30250,Jatashankar Road,,465333,Pachma Bypass Road,Shujalpur,Madhya Pradesh,465333,,"Shujalpur, Dist. Shajapur (M.P.)","Shujalpur, Dist. Shajapur (M.P.)"
1-year School,3327620,The Vedansh International School,2026,2025-12-22 00:00:00,Ei CARES,Regular,IN-2022004160,Approved By Logistic Team,,2188800,2272400,2272400,0,0,,2272400,1196,1900,0,0,,0,Installments,3,,2025-12-25 00:00:00,681720,2026-09-08 00:00:00,795340,2026-12-08 00:00:00,795340,2000-01-01 00:00:00,0,0,2025-12-24 00:00:00,2025-12-24 00:00:00,681720,668086,13634,0.5,0.5,,,,,0,,6,MCQ,Printing By EI,OMR,,CBSE,Indore,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000035931312,51788000002791295,zcrm_51788000261012729,2025-12-22 00:00:00,Laxminarayan Dogayan,hakim.kanchwala_eiindia1,laxminarayan.dogayan@ei.study,Laxminarayan dogayan,Laxminarayan Dogayan,,2025-12-30 12:40:11,Mr. Rupal Jain,School Owner,jainrupal05@gmail.com,+919522318115,jainrupal05@gmail.com,Mrs. Renu  Muley,pro.vedansh@gmail.com,+918123456789,Mrs. Wrena Lokhande,pro.vedansh@gmail.com,+919425784555,80000,Chota Bangarda,,452006,Chota Bangrada,Indore,Madhya Pradesh,452006,BPLV02761D,"Near Vidyapalace Colony, Airport Police Station, Chhota Bangarda Road","Near Vidyapalace Colony, Airport Police Station, Chhota Bangarda Road"
1-year School,3386433,Takshashila International School,2026,2026-02-28 00:00:00,Ei CARES,Regular,IN-2022004454,Approved By Logistic Team,,480064,735098,735098,0,0,,735098,490,1500,0,0,,0,Installments,4,,2026-03-05 00:00:00,183775,2026-07-15 00:00:00,183775,2026-09-15 00:00:00,183775,2026-12-15 00:00:00,183775,0,,,183775,0,183775,0.423,0.423,,,,,0,,4,MCQ,Printing By EI,OMR,,CBSE,Kosamba,Gujarat,West,Gujarat,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037572328,51788000002792490,zcrm_51788000302493316,2026-02-28 00:00:00,atufa.nagori_ei,fagun.saraiya_eiindia1,atufa.nagori@ei.study,Atufa nagori,Atufa Nagori,,2026-03-10 09:56:30,Mr. Vijay Sinh Chauhan,Principal,tiskosamba@gmail.com,+919979843649,tiskosamba@gmail.com,Mr. Vijay Sinh Chauhan,tiskosamba@gmail.com,+919979843649,Mr. Vijay Sinh Chauhan,tiskosamba@gmail.com,+919979843649,57000,"Kosamba Kim road, near, Kim River bridge, Kosamba, Gujarat",,394120,"Kosamba Kim Road,",Kosamba,Gujarat,394120,,"Kosamba Kim Road, Near Kim River Bridge","Kosamba Kim Road, Near Kim River Bridge"
Retention School,3400783,G Rio School,2026,2026-02-14 00:00:00,Ei CARES,Regular,IN-2022004339,Approved By Logistic Team,,611514,713589,713589,0,0,,713589,446,1600,0,0,,0,Full Payment,,2026-04-06 00:00:00,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,0.1795,0.1795,,,,,0,,0,MCQ,Printing By EI,OMR,,CBSE,Kohima,Nagaland,East,North East,National Sales,2026-03-16 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037262152,51788000002792837,zcrm_51788000306701017,2026-02-14 00:00:00,pooja.kapoor_eiindia1,maruf.shaikh1,pooja.kapoor@ei.study,Pooja kapoor,Sunny Brahma,,2026-02-21 11:00:37,Mr. Temsu Waten,Principal,temw@rediffmail.com,+919402832012,grioschool06@yahoo.in,Mr. Temsu Waten,temw@rediffmail.com,+919402832012,Mr. Temsu Waten,temw@rediffmail.com,+919402832012,0,"G.Rio School,",,797001,,Kohima,Nagaland,797001,,High School Colony,High School Colony
New School,3409378,Shraddha Children^s Academy,2026,2025-12-08 00:00:00,Ei CARES,Regular,IN-2022004124,Approved By Logistic Team,,0,564127,564127,0,0,,564127,738,764,0,0,,0,Installments,4,,2025-12-19 00:00:00,56413,2026-04-20 00:00:00,225651,2026-08-20 00:00:00,141032,2026-11-20 00:00:00,141032,0,2025-12-17 00:00:00,2025-12-18 00:00:00,56413,119568,-63155,0.608,0.608,,,,,0,,0,MCQ,Printing By School,OMR,,CBSE,Chennai,Tamil Nadu,South,Tamil Nadu,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000035493556,51788000002793025,zcrm_51788000302098198,2025-12-08 00:00:00,gayathiri.ahobalan_ei,hakim.kanchwala_eiindia1,gayathiri.ahobalan@ei.study,Gayathiri ahobalan,Gayathiri Ahobalan,,2025-12-26 11:26:58,Anitha Mrs,Other,info@shraddhaacademy.com,+919677160738,academichead@shraddhaacademy.com,Padmaja Mani,info@shraddhaacademy.com,+919150027273,Padmaja Mani,info@shraddhaacademy.com,+919150027273,50000,"# 1/10 A, ECR, Kottivakkam, Chennai, Tamil Nadu 600041",,600041,"# 1/10 A, ECR, Kottivakkam, Chennai, Tamil Nadu 600041",Chennai,Tamil Nadu,600041,,"# 1/10 A, ECR, Kottivakkam, Chennai, Tamil Nadu 600041","# 1/10 A, ECR, Kottivakkam, Chennai, Tamil Nadu 600041"
New School,343343,AMNS International School,2026,2025-08-23 00:00:00,Ei Mindspark,Regular,"3433432026.00, IN-2022003878",Approved By Logistic Team,,352000,748000,882460,0,0,0,0,0,0,748000,440,0,0,Full Payment,1,"2025-08-23 00:00:00, 2025-08-25 00:00:00","2000-01-01 00:00:00, 2025-08-23 00:00:00",0,"2000-01-01 00:00:00, 2025-08-23 00:00:00",0,"2000-01-01 00:00:00, 2025-08-23 00:00:00",0,"2000-01-01 00:00:00, 2025-08-23 00:00:00",0,0,2025-08-23 00:00:00,2025-08-23 00:00:00,"0, 748000",0,"0, 748000","0, 1","0, 1",0,0,0,0,0,,0,MCQ,,,Online,CBSE,Surat,Gujarat,West,Gujarat,National Sales,"2025-08-23 00:00:00, 2026-04-01 00:00:00","2025-08-23 00:00:00, 2027-03-31 00:00:00","Regular School: Active school with only revenue defined, Regular School: Active school with student count and rate per student defined","22028000032465092, 3433432026",51788000002735079,zcrm_51788000292585239,2025-08-23 00:00:00,"devansh.desai_ei, maruf.shaikh@ei.study","fagun.saraiya_eiindia1, maruf.shaikh@ei.study","devansh.desai@ei.study, maruf.shaikh@ei.study","Devansh desai, Maruf shaikh","Devansh Desai, Devansh desai",Devansh Desai,"2025-08-23 00:00:00, 2025-08-23 20:13:29",Ms. Sunita Matoo,Principal,desaidevansh2@gmail.com,+919099617900,school.accounts@edu.amns.in,Sunita Matoo,desaidevansh2@gmail.com,+919099617900,Sunita Matoo,desaidevansh2@gmail.com,+919099617900,"0, 64000",AMNS Township,,394270,AMNS Township,Surat,Gujarat,394270,,"AMNS Township, Hazira","AMNS Township, Hazira"
New School,3454135,Aster Public School-Noida Extension,2026,2026-01-15 00:00:00,Ei Mindspark,Regular,IN-2022004225,Approved By Logistic Team,,#N/A,2369518,2796031,0,0,,0,0,,2369518,1481,1600,0,Installments,4,,2026-01-15 00:00:00,699008,2026-07-01 00:00:00,699008,2026-10-01 00:00:00,699008,2026-12-01 00:00:00,699008,59240,2026-01-22 00:00:00,2026-01-22 00:00:00,699008,639792,-24,0.4756,0.4756,,,,,0,,0,MCQ,,,Online,CBSE,Noida,Uttar Pradesh,North,NCR,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036378360,51788000002793880,zcrm_51788000295624169,2026-01-15 00:00:00,puneet.khurana_ei,fagun.saraiya_eiindia1,puneet.khurana@ei.study,Puneet khurana,Puneet Khurana,,2026-01-23 13:56:00,Mr. Siddharth Sharma,School Owner,siddharth.sharma@wlis.org,+919582899999,rachna.shukla@asterinstitutions.com,Dr Sharbari Banerjee,sharbari.banerjee@asterinstutions.com,+919818211108,Ms Rachna Shukla,rachna.shukla@asterinstitutions.com,+919899602803,87000,"Hs 1- 3, Noida Extension, Sector 86,",,201304,"Hs 1- 3, Noida Extension, Sector 86,",Noida,Uttar Pradesh,201304,DELA08978E,"Hs 1- 3, Noida Extension, Sector 86,","Hs 1- 3, Noida Extension, Sector 86,"
New School,3460641,Connaissance Edu Service Pvt. Ltd.,2026,2025-12-21 00:00:00,Ei Mindspark,Regular,IN-2022004159,Approved By Logistic Team,,#N/A,1149971,1356966,0,0,,0,0,,1149971,660,1742,0,Installments,4,,2025-12-23 00:00:00,339242,2026-07-01 00:00:00,339242,2026-10-01 00:00:00,339242,2026-12-10 00:00:00,339242,0,2026-01-16 00:00:00,2026-01-16 00:00:00,339242,100000,239242,0.5501,0.5501,,,,,0,,0,MCQ,,,Online,CBSE,Tughlakabad,Delhi,North,Delhi/Haryana,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000035928064,51788000002794046,zcrm_51788000295305514,2025-12-21 00:00:00,puneet.khurana_ei,fagun.saraiya_eiindia1,puneet.khurana@ei.study,Puneet khurana,Puneet Khurana,,2026-02-17 14:57:24,Ms. Susan Kaur,Other,susan.kaur@homertongrammar.com,+919811416506,,Ms. Susan Kaur,susan.kaur@homertongrammar.com,+919811416506,Ms Rashi Taneja,rashi.taneja@homertongrammar.com,+919999250482,7000,"B1/H3 GF Mathura Road,",,110044,Connaissance Edu Service Pvt. Ltd.,Delhi,Delhi,110044,DELC24801A,Connaissance Edu Service Pvt. Ltd.,"Mathura Road,"
Retention School,3464699,Billabong High International School (CBSE),2026,2026-01-20 00:00:00,Ei CARES,Regular,IN-2022004245,Approved By Logistic Team,,195990,420420,420420,0,0,,420420,210,2002,0,0,,0,Installments,4,,2026-07-20 00:00:00,105105,2026-09-21 00:00:00,105105,2026-10-20 00:00:00,105105,2026-12-21 00:00:00,105105,0,,,0,0,0,0.545,0.545,,,,,0,,4,MCQ + Subjective,Printing By EI,OMR,,CBSE,Rewa,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036500032,51788000002794086,zcrm_51788000304983184,2026-01-20 00:00:00,rohit.kumar_ei,fagun.saraiya_eiindia1,rohit.kumar@ei.study,Rohit kumar,Sanjay Rai,,2026-02-09 14:21:43,Mr. Ashish Kakwani,School Owner,enquirybillabonghigh@gmail.com,+919826181818,enquirybillabonghigh@gmail.com,Mr Ashish,principalbhis@gmail.com,+917389891000,Mr Ashish,principalbhis@gmail.com,+917389891000,36900,Billabong High International School Rewa,,486006,Umri Khaira Road,Rewa,Madhya Pradesh,486006,,"Behind Radhaswami Satsang Bhawan, Khaira Road, Chorhata, Rewa M.P.","Behind Radhaswami Satsang Bhawan, Khaira Road, Chorhata, Rewa M.P."
Retention School,346484,Tashi Namgyal Academy,2026,2026-01-12 00:00:00,Ei CARES,Regular,IN-2022004213,Approved By Logistic Team,,2832771,2829096,2829096,0,0,,2829096,1061,2666,0,0,,0,Full Payment,,2026-02-15 00:00:00,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,54850,2026-03-06 00:00:00,2026-03-06 00:00:00,2829096,2687669,86577,0.5669,0.5669,,,,,0,,4,MCQ + Subjective,Printing By EI,OMR,,CISCE,Gangtok,West Bengal,East,West Bengal,National Sales,2026-02-01 00:00:00,2027-01-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036301660,51788000002735107,zcrm_51788000304477059,2026-01-12 00:00:00,gargi.ghosh_ei,mitul.patel_ei1,gargi.ghosh@ei.study,Gargi ghosh,Partha Pratim Das,,2026-01-14 13:42:40,MG Jacob,Principal,tnadirector@tashinamgyalacademy.com,+919419214972,tnadirector@tashinamgyalacademy.com,MG Jacob,tnadirector@tashinamgyalacademy.com,+919419214972,MG Jacob,tnadirector@tashinamgyalacademy.com,+919419214972,36400,Tashi Namgyal Academy,,737103,"Zero Point, Sungava,",Gangtok,West Bengal,737103,CALT04894B,"Zero Point, P.O. Raj Bhawan,Gangtok,Sikkim - 737103","Zero Point, P.O. Raj Bhawan,Gangtok,Sikkim - 737103"
New School,3465547,PRG World School,2026,2026-02-25 00:00:00,Ei ASSET,Regular,IN-2022004417,Approved By Logistic Team,,#N/A,257250,257250,257250,245,1050,0,0,,0,0,,0,Installments,4,,2026-02-24 00:00:00,64313,2026-03-30 00:00:00,64313,2026-05-30 00:00:00,64313,2026-07-30 00:00:00,64313,0,2026-02-24 00:00:00,2026-02-24 00:00:00,64313,65000,-687,0.3,0.3,,,,,Summer Round,OMR,0,MCQ,,,,CBSE,Jaipur,Rajasthan,North,Rajasthan,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037540056,51788000002794095,zcrm_51788000297530899,2026-02-25 00:00:00,kishlay.bhojwani_ei,fagun.saraiya_eiindia1,kishlay.bhojwani@ei.study,Kishlay bhojwani,Kishlay Bhojwani,Himanshi Yadav,2026-02-27 10:22:08,Mrs. Ritu Chaturvedi,Principal,principal@prgworldschool.com,+918875555199,info@prgworldschool.edu.in,Mrs. Ritu Chaturvedi,principal@prgworldschool.com,+918875555199,Mrs. Ritu Chaturvedi,principal@prgworldschool.com,+918875555199,51500,"Ajmer Rd, Satya Colony,",,302019,"Ajmer Rd, Satya Colony,",Jaipur,Rajasthan,302019,,"Tagore Nagar, Ajmer Road","Tagore Nagar, Ajmer Road"
1-year School,3469794,Lotus Valley School,2026,2026-02-23 00:00:00,"Ei ASSET,Ei CARES",Regular,IN-2022004402,Approved By Logistic Team,,837322,1030509,1030509,552058,1073,514,478451,1073,446,0,0,,0,Installments,4,,2026-02-26 00:00:00,257627,2026-05-25 00:00:00,257627,2026-10-26 00:00:00,257627,2026-12-30 00:00:00,257627,0,,,257627,0,257627,0.657,0.607,,,0.05,,Winter Round,OMR,2,MCQ + Subjective,Printing By EI,OMR,,CBSE,Mandsaur,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037487160,51788000002794239,zcrm_51788000306209023,2026-02-23 00:00:00,sanjay.rai_eiindia1,fagun.saraiya_eiindia1,sanjay.rai@ei.study,Sanjay rai,Sanjay Rai,,2026-03-11 12:13:25,Vikas Acharya,School Owner,acharyavikas@yahoo.co.uk,+919826031060,Lvsmds@gmail.com,Mr Vikas Acharya,acharyavikas@yahoo.co.uk,+919826031060,Mr Vikas Acharya,acharyavikas@yahoo.co.uk,+919826031060,50550,Survey No 8o7,,458001,"Survey No. 807, Bugaliya",Mandsaur,Madhya Pradesh,458001,,"Survey No. 807, Bugaliya, Rewas Dewada Road","Survey No. 807, Bugaliya, Rewas Dewada Road"
Retention School,3475635,Wisdom High International School (SMC),2026,2026-02-16 00:00:00,Ei ASSET,Regular,IN-2022004344,Approved By Logistic Team,,1167673,758175,758175,758175,919,825,0,0,,0,0,,0,Installments,2,,2026-02-16 00:00:00,189544,2026-06-01 00:00:00,568631,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,189544,0,189544,0.45,0.45,,,,,Summer Round,OMR,0,MCQ,,,,CISCE,Nashik,Maharashtra,West,Rest of Maharashtra and Goa,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037268168,51788000002794297,zcrm_51788000306737196,2026-02-16 00:00:00,hetal.parmar_ei,hakim.kanchwala_eiindia1,hetal.parmar@ei.study,Hetal parmar,Shahista Shaikh,,2026-03-05 23:52:31,Ms. Shraddha Gaur,Principal,shraddhag@whis.edu.in,+918983555586,shraddhag@whis.edu.in,Ms. Shraddha Gaur,shraddhag@whis.edu.in,+918983555586,Ms. Shraddha Gaur,shraddhag@whis.edu.in,+918983555586,112000,"Wisdom High International School, Serene Meadows",,422007,"Wisdom High International School, Serene Meadows",Nashik,Maharashtra,422007,NSKR01764A,"Balawant Nagar, Anandvalli","Gangapur road, Balawantnagar"
New School,3492595,Manav Rachna International School,2026,2026-01-19 00:00:00,Ei ASSET,Regular,IN-2022004240,Approved By Logistic Team,,#N/A,187200,187200,187200,312,600,0,0,,0,0,,0,Installments,2,,2026-01-19 00:00:00,93600,2026-09-01 00:00:00,93600,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,2026-01-30 00:00:00,2026-01-30 00:00:00,93600,84240,9360,0.6,0.6,,,,,Summer Round,OMR,0,MCQ,,,,CBSE,Noida,Uttar Pradesh,North,NCR,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036442600,51788000002794681,zcrm_51788000302449117,2026-01-19 00:00:00,puneet.khurana_ei,maruf.shaikh1,puneet.khurana@ei.study,Puneet khurana,Puneet Khurana,,2026-01-24 14:37:43,Ms. Nindiya Saket,Principal,directorprincipal.mrisnoida@mris.edu.in,+919818251551,directorprincipal.mrisnoida@mris.edu.in,Ms. Nindiya Saket,directorprincipal.mrisnoida@mris.edu.in,+919818251551,Ms. Ruchi Kanwar,ruchi.mrisnoida@mris.edu.in,+919313166631,123000,"D-196, Sector 51, Noida, Uttar Pradesh 201316",,201316,"D-196, Sector 51, Noida, Uttar Pradesh 201316",Noida,Uttar Pradesh,201316,,"D-196, Sector-51,","D-196, Sector-51,"
New School,3495234,Sant Atulanand Residential Academy (SARA),2026,2025-11-07 00:00:00,Ei CARES,Regular,IN-2022004047,Approved By Logistic Team,,#N/A,1137073,1137073,0,0,,1137073,989,1150,0,0,,0,Installments,4,,2026-01-25 00:00:00,284268,2026-06-25 00:00:00,284268,2026-10-25 00:00:00,284268,2026-12-25 00:00:00,284268,0,2025-12-04 00:00:00,2025-12-04 00:00:00,284268,49000,235268,0.5578,0.5578,,,,,0,,4,MCQ,Printing By EI,OMR,,CBSE,Varanasi,Uttar Pradesh,North,UP/Uttarakhand,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000034558324,51788000002794708,zcrm_51788000299994097,2025-11-07 00:00:00,mohd.saqib_ei,fagun.saraiya_eiindia1,mohd.saqib@ei.study,Mohd saqib,Pooja Kapoor,Pooja Kapoor,2025-12-06 08:54:43,Mr. Avinash Pandey,Principal,atulanandacademy@gmail.com,+918009361616,atulanandacademy@gmail.com,Mr. Avinash Pandey,atulanandacademy@gmail.com,+918009361616,Mr. Avinash Pandey,atulanandacademy@gmail.com,+918009361616,55500,"Village Holapur, Parmanandpur Rd, Pargana, Shivpur,",,221003,"Village Holapur, Parmanandpur Rd, Pargana,",Varanasi,Uttar Pradesh,221003,,"Village Holapur, Parmanandpur Rd, Pargana, Shivpur,","Village Holapur, Parmanandpur Rd, Pargana, Shivpur,"
Retention School,354838,St. Xavier's Higher Secondary School,2026,2025-12-08 00:00:00,Ei CARES,Regular,IN-2022004125,Approved By Logistic Team,,1325870,1333168,1333168,0,0,,1333168,808,1650,0,0,,0,Installments,4,,2026-04-07 00:00:00,333292,2026-07-06 00:00:00,333292,2026-10-05 00:00:00,333292,2026-11-16 00:00:00,333292,0,,,0,0,0,0.3654,0.3654,,,,,0,,4,MCQ,Printing By EI,OMR,,State Board,Tura,Meghalaya,East,North East,National Sales,2026-02-02 00:00:00,2027-01-29 00:00:00,Regular School: Active school with student count and rate per student defined,22028000035421656,51788000002735279,zcrm_51788000302139392,2025-12-08 00:00:00,pooja.kapoor_eiindia1,mitul.patel_ei1,pooja.kapoor@ei.study,Pooja kapoor,Sunny Brahma,,2025-12-08 15:32:00,Ms. SR. METHILINA M SANGMA,Principal,SAINTXAVIERSHSS@GMAIL.COM,+918257936144,saintxaviershss@gmail.com,SR.METHILINA M SANGMA,saintxaviershss@gmail.com,+918257936144,SR.METHILINA M SANGMA,saintxaviershss@gmail.com,+918257936144,33500,Chandmari,,794002,R C Road,Tura,Meghalaya,794002,,"West Garo Hills,","West Garo Hills,"
1-year School,3565966,Griffins International School,2026,2026-01-27 00:00:00,Ei ASSET,Regular,IN-2022004265,Approved By Logistic Team,,938950,930427,930427,930427,1310,710,0,0,,0,0,,0,Installments,3,,2026-04-01 00:00:00,316345,2026-07-01 00:00:00,307041,2026-10-01 00:00:00,307041,2000-01-01 00:00:00,0,0,,,0,0,0,0.5265,0.5265,,,,,Summer Round,OMR,0,MCQ,,,,CBSE,Kharagpur,West Bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036722512,51788000002796127,zcrm_51788000305544310,2026-01-27 00:00:00,soumodeep.ghosh_ei,mitul.patel_ei1,soumodeep.ghosh@ei.study,Soumodeep ghosh,Soumodeep Ghosh,,2026-02-02 10:54:59,Abishek Kumar Yadav,School Owner,chairman@griffins.edu.in,+919933344736,info@griffins.edu.in,Pradip kumar Sanyal,principal@griffins.edu.in,+919749599814,Pradip kumar Sanyal,principal@griffins.edu.in,+919749599814,2400,"Nh-60, Mouza Khatranga, P.O. Khatranga, Kharagpur, West Bengal, India",,721301,"Nh-60, Mouza Khatranga, P.O. Khatranga, Kharagpur, West Bengal, India",Kharagpur,West Bengal,721301,CALG08621E,"Nh-60, Mouza Khatranga, P.O. Khatranga, Kharagpur, West Bengal, India","Nh-60, Mouza Khatranga, P.O. Khatranga, Kharagpur, West Bengal, India"
